departure_city,destination_city,country,date_depart,departure_time_difference,departure_status,airline,airline_type,cleaned_airline
Berlin,Paris CDG,France,2024-07-13,0,On Time,Air France (AF),premium,Air France
Berlin,Cairo,Egypt,2024-07-13,30,Delayed,Egypt Air (MS),premium,Egypt Air
Berlin,Split,Croatia,2024-07-13,0,Cancelled,Eurowings (EW),budget,Eurowings
Berlin,Munich,Germany,2024-07-13,25,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,London LGW,United Kingdom,2024-07-13,12,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Dubrovnik,Croatia,2024-07-13,61,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Palermo,Italy,2024-07-13,55,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Palma de Mallorca,Spain,2024-07-13,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Alicante,Spain,2024-07-13,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Istanbul SAW,Turkey,2024-07-13,40,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Copenhagen,Denmark,2024-07-13,0,On Time,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Berlin,Corfu,Greece,2024-07-13,2,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Nice,France,2024-07-13,0,Cancelled,Eurowings (EW),budget,Eurowings
Berlin,Olbia,Italy,2024-07-13,12,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Lisbon,Portugal,2024-07-13,0,On Time,TAP Air Portugal (TP),premium,Tap Air Portugal
Berlin,Rome FCO,Italy,2024-07-13,15,Delayed,Aero Services Executive (W4),premium,Aero Services Executive
Berlin,Antalya,Turkey,2024-07-13,40,Delayed,Sun Express (XQ),budget,Sun Express
Berlin,Rome FCO,Italy,2024-07-13,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Amsterdam,Netherlands,2024-07-13,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Bologna,Italy,2024-07-13,15,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Dublin,Ireland,2024-07-13,15,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Milan BGY,Italy,2024-07-13,30,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Frankfurt,Germany,2024-07-13,35,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Munich,Germany,2024-07-13,50,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Skopje,North Macedonia,2024-07-13,95,Delayed,Wizz Air (W6),budget,Wizz Air
Berlin,Venice,Italy,2024-07-13,25,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Sofia,Bulgaria,2024-07-13,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Helsinki,Finland,2024-07-13,0,On Time,Finnair (AY),premium,Finnair
Berlin,Barcelona,Spain,2024-07-13,75,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Paris Orly,France,2024-07-13,0,On Time,Transavia France (TO),budget,Transavia France
Berlin,London STN,United Kingdom,2024-07-13,0,On Time,British Airways (BA),premium,British Airways
Berlin,London STN,United Kingdom,2024-07-13,0,Cancelled,British Airways (BA),premium,British Airways
Berlin,Tirana,Albania,2024-07-13,100,Delayed,Aero Services Executive (W4),premium,Aero Services Executive
Berlin,Frankfurt,Germany,2024-07-13,15,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Zurich,Switzerland,2024-07-13,0,On Time,Swiss (LX),premium,Swiss
Berlin,Brussels,Belgium,2024-07-13,20,Delayed,Brussels Airlines (SN),premium,Brussels Airlines
Berlin,Amsterdam,Netherlands,2024-07-13,10,Delayed,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Antalya,Turkey,2024-07-13,110,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Paris CDG,France,2024-07-13,13,Delayed,Air France (AF),premium,Air France
Berlin,London STN,United Kingdom,2024-07-13,20,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Istanbul IST,Turkey,2024-07-13,35,Delayed,Turkish Airlines (TK),premium,Turkish Airlines
Berlin,Brussels,Belgium,2024-07-13,10,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Palma de Mallorca,Spain,2024-07-13,70,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Ankara ESB,Turkey,2024-07-13,25,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Faro,Portugal,2024-07-13,15,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Copenhagen,Denmark,2024-07-13,20,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Istanbul SAW,Turkey,2024-07-13,25,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Helsinki,Finland,2024-07-13,23,Delayed,Finnair (AY),premium,Finnair
Berlin,Frankfurt,Germany,2024-07-13,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Zurich,Switzerland,2024-07-13,25,Delayed,Swiss (LX),premium,Swiss
Berlin,London LHR,United Kingdom,2024-07-13,0,On Time,British Airways (BA),premium,British Airways
Berlin,Madrid,Spain,2024-07-13,0,On Time,IBERIA Express (IBS),budget,Iberia Express
Berlin,Vienna,Austria,2024-07-13,25,Delayed,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Munich,Germany,2024-07-13,50,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Palma de Mallorca,Spain,2024-07-13,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Copenhagen,Denmark,2024-07-13,0,On Time,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Berlin,Athens,Greece,2024-07-13,0,On Time,Aegean Airlines (A3),premium,Aegean Airlines
Berlin,Frankfurt,Germany,2024-07-13,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,London STN,United Kingdom,2024-07-13,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,London LHR,United Kingdom,2024-07-13,0,On Time,British Airways (BA),premium,British Airways
Berlin,Milan LIN,Italy,2024-07-13,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Antalya,Turkey,2024-07-13,0,On Time,Sun Express (XQ),budget,Sun Express
Berlin,Varna,Bulgaria,2024-07-13,0,On Time,Wizz Air (W6),budget,Wizz Air
Berlin,Dublin,Ireland,2024-07-13,0,On Time,Aer Lingus (EI),premium,Aer Lingus
Berlin,Iasi,Romania,2024-07-13,0,On Time,Aero Services Executive (W4),premium,Aero Services Executive
Berlin,Kayseri,Turkey,2024-07-13,80,Delayed,Sun Express (XQ),budget,Sun Express
Berlin,London STN,United Kingdom,2024-07-13,0,Cancelled,British Airways (BA),premium,British Airways
Berlin,Budapest,Hungary,2024-07-13,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Barcelona,Spain,2024-07-13,0,On Time,Vueling Airlines (VY),budget,Vueling Airlines
Berlin,Nottingham EMA,United Kingdom,2024-07-13,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Yerevan,Armenia,2024-07-13,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Porto,Portugal,2024-07-14,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Palma de Mallorca,Spain,2024-07-14,0,Cancelled,Eurowings (EW),budget,Eurowings
Berlin,Heraklion,Greece,2024-07-14,115,Delayed,Eurowings (EW),budget,Eurowings
Berlin,Malaga,Spain,2024-07-14,10,Delayed,Eurowings (EW),budget,Eurowings
Berlin,Ibiza,Spain,2024-07-14,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Malaga,Spain,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Palma de Mallorca,Spain,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Bourgas,Bulgaria,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Venice,Italy,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Catania,Italy,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Tel Aviv,Israel,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Amsterdam,Netherlands,2024-07-14,60,Delayed,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Monastir,Tunisia,2024-07-14,0,On Time,SUNDAIR (SDR),budget,Sundair
Berlin,Lisbon,Portugal,2024-07-14,0,On Time,TAP Air Portugal (TP),premium,Tap Air Portugal
Berlin,Thessaloniki,Greece,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Valencia,Spain,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Paris CDG,France,2024-07-14,0,On Time,Air France (AF),premium,Air France
Berlin,Paris Orly,France,2024-07-14,0,On Time,Transavia France (TO),budget,Transavia France
Berlin,Nice,France,2024-07-14,0,Cancelled,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Riga,Latvia,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Naples,Italy,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Frankfurt,Germany,2024-07-14,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Brussels,Belgium,2024-07-14,0,On Time,Brussels Airlines (SN),premium,Brussels Airlines
Berlin,Istanbul IST,Turkey,2024-07-14,0,On Time,Turkish Airlines (TK),premium,Turkish Airlines
Berlin,Luxembourg,Luxembourg,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Vienna,Austria,2024-07-14,0,On Time,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Madrid,Spain,2024-07-14,0,On Time,IBERIA Express (IBS),budget,Iberia Express
Berlin,Munich,Germany,2024-07-14,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,London LHR,United Kingdom,2024-07-14,0,On Time,British Airways (BA),premium,British Airways
Berlin,Dubrovnik,Croatia,2024-07-14,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Zurich,Switzerland,2024-07-14,0,On Time,Swiss (LX),premium,Swiss
Berlin,Preveza,Greece,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Sofia,Bulgaria,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Frankfurt,Germany,2024-07-14,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Munich,Germany,2024-07-14,15,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Izmir ADB,Turkey,2024-07-14,0,On Time,Sun Express (XQ),budget,Sun Express
Berlin,Trieste,Italy,2024-07-14,0,On Time,SUNDAIR (SDR),budget,Sundair
Berlin,Valencia,Spain,2024-07-14,0,Cancelled,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Pristina,Kosovo,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Frankfurt,Germany,2024-07-14,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Antalya,Turkey,2024-07-14,25,Delayed,Sun Express (XQ),budget,Sun Express
Berlin,Castellón de la Plana,Spain,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Trieste,Italy,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Copenhagen,Denmark,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Chisinau,Moldova,2024-07-14,35,Delayed,Fly One (FIA),budget,Fly One
Berlin,Marseille,France,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Lisbon,Portugal,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Belgrade,Serbia,2024-07-14,0,On Time,Wizz Air (W6),budget,Wizz Air
Berlin,Rome FCO,Italy,2024-07-14,15,Delayed,Aero Services Executive (W4),premium,Aero Services Executive
Berlin,Palma de Mallorca,Spain,2024-07-14,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Frankfurt,Germany,2024-07-14,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Helsinki,Finland,2024-07-14,0,On Time,Finnair (AY),premium,Finnair
Berlin,Munich,Germany,2024-07-14,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Vienna,Austria,2024-07-14,0,On Time,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Palma de Mallorca,Spain,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Amsterdam,Netherlands,2024-07-14,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Copenhagen,Denmark,2024-07-14,20,Delayed,Norwegian Air (D8),budget,Norwegian Air
Berlin,Rome FCO,Italy,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Antalya,Turkey,2024-07-14,48,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Zurich,Switzerland,2024-07-14,0,On Time,Swiss (LX),premium,Swiss
Berlin,Doha,Qatar,2024-07-14,35,Delayed,Qatar Airways (QR),premium,Qatar Airways
Berlin,Frankfurt,Germany,2024-07-14,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,New York EWR,United States,2024-07-14,0,On Time,United Airlines (UA),premium,United Airlines
Berlin,Paris CDG,France,2024-07-14,15,Delayed,Air France (AF),premium,Air France
Berlin,Copenhagen,Denmark,2024-07-14,0,On Time,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Berlin,Brussels,Belgium,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Oslo,Norway,2024-07-14,10,Delayed,Norwegian Air Shuttle (DY),budget,Norwegian Air Shuttle
Berlin,Chania,Greece,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,New York JFK,United States,2024-07-14,20,Delayed,Delta Air Lines (DL),premium,Delta Air Lines
Berlin,Dublin,Ireland,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Tallinn,Estonia,2024-07-14,0,On Time,Air Baltic (BT),premium,Air Baltic
Berlin,Palma de Mallorca,Spain,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Barcelona,Spain,2024-07-14,0,On Time,Vueling Airlines (VY),budget,Vueling Airlines
Berlin,Manchester,United Kingdom,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Frankfurt,Germany,2024-07-14,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Istanbul IST,Turkey,2024-07-14,15,Delayed,Turkish Airlines (TK),premium,Turkish Airlines
Berlin,Rhodos,Greece,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Munich,Germany,2024-07-14,30,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Zagreb,Croatia,2024-07-14,0,On Time,Croatia Airlines (OU),premium,Croatia Airlines
Berlin,London LHR,United Kingdom,2024-07-14,0,On Time,British Airways (BA),premium,British Airways
Berlin,Bolzano,Italy,2024-07-14,0,On Time,(BQ),budget,Bluebird Airways
Berlin,Madrid,Spain,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Zurich,Switzerland,2024-07-14,0,On Time,Swiss (LX),premium,Swiss
Berlin,Tel Aviv,Israel,2024-07-14,0,On Time,EL AL- Israel Airlines (LY),premium,El Al- Israel Airlines
Berlin,London STN,United Kingdom,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Palma de Mallorca,Spain,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Porto,Portugal,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Hurghada,Egypt,2024-07-14,0,On Time,Air Cairo (SM),budget,Air Cairo
Berlin,Dalaman,Turkey,2024-07-14,0,On Time,Sun Express (XQ),budget,Sun Express
Berlin,Stockholm ARN,Sweden,2024-07-14,0,On Time,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Berlin,Thessaloniki,Greece,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,London STN,United Kingdom,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Warsaw,Poland,2024-07-14,25,Delayed,LOT Polish Airlines (LO),premium,Lot Polish Airlines
Berlin,Vienna,Austria,2024-07-14,20,Delayed,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Barcelona,Spain,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Madrid,Spain,2024-07-14,0,On Time,IBERIA Express (IBS),budget,Iberia Express
Berlin,Athens,Greece,2024-07-14,20,Delayed,Aegean Airlines (A3),premium,Aegean Airlines
Berlin,Barcelona,Spain,2024-07-14,13,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Baku,Azerbaijan,2024-07-14,0,On Time,Azerbaijan Airlines (J2),premium,Azerbaijan Airlines
Berlin,Singapore,Singapore,2024-07-14,0,On Time,Scoot (TR),budget,Scoot
Berlin,Brussels,Belgium,2024-07-14,0,On Time,Brussels Airlines (SN),premium,Brussels Airlines
Berlin,Frankfurt,Germany,2024-07-14,20,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Toulouse,France,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,London LGW,United Kingdom,2024-07-14,15,Delayed,easyJet UK (U2),budget,Easyjet Uk
Berlin,Corfu,Greece,2024-07-14,45,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Basel,Switzerland,2024-07-14,21,Delayed,easyJet Switzerland (DS),budget,Easyjet Switzerland
Berlin,Amsterdam,Netherlands,2024-07-14,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Antalya,Turkey,2024-07-14,0,On Time,Freebird Airlines (FHY),budget,Freebird Airlines
Berlin,Reykjavik,Iceland,2024-07-14,29,Delayed,(OG),budget,One-Two-Go Airlines
Berlin,Istanbul SAW,Turkey,2024-07-14,0,On Time,(VF),budget,Valujet Airlines
Berlin,London LCY,United Kingdom,2024-07-14,35,Delayed,British Airways (BA),premium,British Airways
Berlin,London STN,United Kingdom,2024-07-14,0,Cancelled,British Airways (BA),premium,British Airways
Berlin,Antalya,Turkey,2024-07-14,0,On Time,Sun Express (XQ),budget,Sun Express
Berlin,Copenhagen,Denmark,2024-07-14,107,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,London LGW,United Kingdom,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Kos,Greece,2024-07-14,205,Delayed,Eurowings (EW),budget,Eurowings
Berlin,London LHR,United Kingdom,2024-07-14,0,On Time,British Airways (BA),premium,British Airways
Berlin,Funchal,Portugal,2024-07-14,6,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Hurghada,Egypt,2024-07-14,0,On Time,SUNDAIR (SDR),budget,Sundair
Berlin,Munich,Germany,2024-07-14,60,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Antalya,Turkey,2024-07-14,0,On Time,(6K),budget,Germanwings
Berlin,Amsterdam,Netherlands,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Olbia,Italy,2024-07-14,14,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Munich,Germany,2024-07-14,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Budapest,Hungary,2024-07-14,75,Delayed,Wizz Air (W6),budget,Wizz Air
Berlin,Helsinki,Finland,2024-07-14,25,Delayed,Finnair (AY),premium,Finnair
Berlin,Lisbon,Portugal,2024-07-14,0,On Time,TAP Air Portugal (TP),premium,Tap Air Portugal
Berlin,Istanbul SAW,Turkey,2024-07-14,25,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Ibiza,Spain,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Tallinn,Estonia,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Vilnius,Lithuania,2024-07-14,0,On Time,Air Baltic (BT),premium,Air Baltic
Berlin,Milan MXP,Italy,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Gothenburg GOT,Sweden,2024-07-14,0,Cancelled,Eurowings (EW),budget,Eurowings
Berlin,Dubrovnik,Croatia,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Frankfurt,Germany,2024-07-14,80,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Beijing,China,2024-07-14,0,On Time,Hainan Airlines (HU),premium,Hainan Airlines
Berlin,Stuttgart,Germany,2024-07-14,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,London LHR,United Kingdom,2024-07-14,0,On Time,British Airways (BA),premium,British Airways
Berlin,Reykjavik,Iceland,2024-07-14,0,On Time,Icelandair (FI),premium,Icelandair
Berlin,Milan LIN,Italy,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Corfu,Greece,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Tirana,Albania,2024-07-14,40,Delayed,Aero Services Executive (W4),premium,Aero Services Executive
Berlin,Amsterdam,Netherlands,2024-07-14,15,Delayed,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Heraklion,Greece,2024-07-14,0,On Time,SUNDAIR (SDR),budget,Sundair
Berlin,Split,Croatia,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Izmir ADB,Turkey,2024-07-14,0,On Time,Sun Express (XQ),budget,Sun Express
Berlin,London STN,United Kingdom,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Dublin,Ireland,2024-07-14,20,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Frankfurt,Germany,2024-07-14,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Rome FCO,Italy,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Zurich,Switzerland,2024-07-14,40,Delayed,Swiss (LX),premium,Swiss
Berlin,Bordeaux,France,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Cologne/Bonn,Germany,2024-07-14,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Stockholm ARN,Sweden,2024-07-14,10,Delayed,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Berlin,Palma de Mallorca,Spain,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Vienna,Austria,2024-07-14,0,On Time,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Istanbul IST,Turkey,2024-07-14,60,Delayed,Turkish Airlines (TK),premium,Turkish Airlines
Berlin,Barcelona,Spain,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,London STN,United Kingdom,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Paris CDG,France,2024-07-14,10,Delayed,Air France (AF),premium,Air France
Berlin,Budapest,Hungary,2024-07-14,15,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Zurich,Switzerland,2024-07-14,35,Delayed,Swiss (LX),premium,Swiss
Berlin,Cairo,Egypt,2024-07-14,40,Delayed,Egypt Air (MS),premium,Egypt Air
Berlin,Munich,Germany,2024-07-14,20,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Milan BGY,Italy,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Doha,Qatar,2024-07-14,50,Delayed,Qatar Airways (QR),premium,Qatar Airways
Berlin,Nice,France,2024-07-14,72,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Athens,Greece,2024-07-14,120,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Paris Orly,France,2024-07-14,70,Delayed,Transavia France (TO),budget,Transavia France
Berlin,Rome FCO,Italy,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Dusseldorf,Germany,2024-07-14,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Bergen BGO,Norway,2024-07-14,30,Delayed,Norwegian Air Shuttle (DY),budget,Norwegian Air Shuttle
Berlin,Stuttgart,Germany,2024-07-14,90,Delayed,Eurowings (EW),budget,Eurowings
Berlin,Nice,France,2024-07-14,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Istanbul SAW,Turkey,2024-07-14,90,Delayed,Pegasus Airlines (PC),budget,Pegasus Airlines
Berlin,Frankfurt,Germany,2024-07-14,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,London LHR,United Kingdom,2024-07-14,0,On Time,British Airways (BA),premium,British Airways
Berlin,London LCY,United Kingdom,2024-07-14,0,On Time,British Airways (BA),premium,British Airways
Berlin,Stockholm ARN,Sweden,2024-07-14,0,On Time,Norwegian Air (D8),budget,Norwegian Air
Berlin,Vienna,Austria,2024-07-14,30,Delayed,Austrian Airlines (OS),premium,Austrian Airlines
Berlin,Copenhagen,Denmark,2024-07-14,30,Delayed,SAS-Scandinavian Airlines System (SK),premium,Sas-Scandinavian Airlines System
Berlin,Helsinki,Finland,2024-07-14,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Bologna,Italy,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Podgorica,Montenegro,2024-07-14,65,Delayed,Ryanair (FR),budget,Ryanair
Berlin,Antalya,Turkey,2024-07-14,0,On Time,Sun Express (XQ),budget,Sun Express
Berlin,Bristol,United Kingdom,2024-07-14,0,On Time,easyJet UK (U2),budget,Easyjet Uk
Berlin,Amsterdam,Netherlands,2024-07-14,0,On Time,KLM Royal Dutch Airlines (KL),premium,Klm Royal Dutch Airlines
Berlin,Thessaloniki,Greece,2024-07-14,0,On Time,Aegean Airlines (A3),premium,Aegean Airlines
Berlin,Frankfurt,Germany,2024-07-14,0,On Time,Lufthansa (LH),premium,Lufthansa
Berlin,Copenhagen,Denmark,2024-07-14,10,Delayed,Norwegian Air (D8),budget,Norwegian Air
Berlin,Madrid,Spain,2024-07-14,0,On Time,IBERIA Express (IBS),budget,Iberia Express
Berlin,Munich,Germany,2024-07-14,20,Delayed,Lufthansa (LH),premium,Lufthansa
Berlin,Zurich,Switzerland,2024-07-14,0,Cancelled,Eurowings (EW),budget,Eurowings
Berlin,Rome FCO,Italy,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Paris CDG,France,2024-07-14,40,Delayed,Air France (AF),premium,Air France
Berlin,Helsinki,Finland,2024-07-14,0,On Time,Finnair (AY),premium,Finnair
Berlin,Salzburg,Austria,2024-07-14,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Vienna,Austria,2024-07-14,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,London LGW,United Kingdom,2024-07-14,45,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Geneva,Switzerland,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,London STN,United Kingdom,2024-07-14,0,On Time,Ryanair (FR),budget,Ryanair
Berlin,Paris Orly,France,2024-07-14,0,On Time,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,London LHR,United Kingdom,2024-07-14,0,On Time,British Airways (BA),premium,British Airways
Berlin,Palma de Mallorca,Spain,2024-07-14,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Zurich,Switzerland,2024-07-14,85,Delayed,easyJet Europe (EJU),budget,Easyjet Europe
Berlin,Cologne/Bonn,Germany,2024-07-14,0,On Time,Eurowings (EW),budget,Eurowings
Berlin,Vienna,Austria,2024-07-14,0,On Time,Austrian Airlines (OS),premium,Austrian Airlines
